HR,Name,B-V,Vmag,x,y,z
304,,1.64,6.21,0.3999343365334884,-0.9096433465882335,-0.11225644065833065
305,,0.31,6.72,0.7359034458697078,0.6426687575271015,-0.213126691091617
306,,1.12,6.25,0.047074372873674636,0.9987590262190198,-0.01626071845232033
307,73    Psc,1.51,6.0,0.955524972629163,0.09856232705635731,-0.2779523239105456
308,72    Psc,0.41,5.68,0.9274640004710242,0.25791044029144694,-0.2707263057387589
309,,0.19,6.54,0.4386288304563867,0.8891103561410341,-0.13071925525807604
310,74Psi1Psc,-0.03,5.34,0.8926324335304714,0.3660681510453062,-0.26306167983904327
311,74Psi1Psc,-0.07,5.56,0.8926664865509737,0.3659373105011638,-0.2631281599751635
312,,0.65,6.29,0.1655998876523573,0.9848430911411429,-0.0515825846685218
313,77    Psc,0.38,6.35,0.9555255632942079,0.08556183478261305,-0.28222344041542635
314,77    Psc,0.49,7.25,0.9554788071492065,0.08558115619862576,-0.28237583960465845
315,27    Cet,1.01,6.12,0.9447841695306378,-0.17329007999165566,-0.2781248302126018
316,,1.18,6.43,0.5224391923361213,0.8380521550041671,-0.15724463680537026
317,28    Cet,0.01,5.58,0.9446121114165305,-0.17088784848515334,-0.2801879765538116
318,,0.91,6.38,0.5694890845780042,0.803839557583633,-0.17182592415074044
319,75    Psc,0.96,6.12,0.9337310890276675,0.22420461547836398,-0.27906727465148046
320,,1.09,6.14,0.8758310216952949,-0.4066170567707117,-0.25996651818897687
321,30Mu  Cas,0.69,5.17,0.5494025292134872,0.8183531685834764,-0.16868595781275822
322,Bet Phe,0.89,3.31,0.6572786285866778,-0.7279954903197072,-0.19495479085517475
323,,0.14,6.61,0.7785778576048372,-0.5829859450797115,-0.23225827754243228
324,41    And,0.11,5.03,0.6885670531535949,0.6939291353088747,-0.21056535441722585
325,,0.23,6.37,0.8745582921601747,-0.40667906535430526,-0.2641210544739426
326,,-0.01,5.79,0.5026537801884065,0.8504772076975345,-0.15500869797953223
327,78    Psc,0.4,6.25,0.8108608663151773,0.5301001561154293,-0.24798887064744982
328,79Psi2Psc,0.13,5.55,0.8943939509086521,0.354114218791871,-0.2732445436370769
329,30    Cet,0.43,5.82,0.9426799355627765,-0.169961069359806,-0.28717202856376983
330,80    Psc,0.34,5.52,0.9511883931063363,0.09844653765383217,-0.29248746989188834
331,Ups Phe,0.16,5.21,0.7165667323232724,-0.6624493721445791,-0.21838715042969148
332,Iot Tuc,0.88,5.37,0.4526794018166367,-0.8810994718539151,-0.13691267242181687
333,,0.01,5.64,0.17041003335329874,0.983803451152714,-0.055598471494612244
