HR,Name,B-V,Vmag,x,y,z
2183,,1.16,5.56,-0.0404068301296099,-0.2518019281940109,-0.9669348876923695
2184,,1.35,6.33,-0.04572055749860177,0.311164860997716,-0.9492555292977172
2185,5    Gem,1.11,5.8,-0.04582207647668484,0.4134267076315761,-0.9093836894976071
2186,,0.44,5.71,-0.039408144818714345,-0.38709990043995873,-0.9211952372875802
2187,,-0.15,6.27,-0.026751349034005487,-0.6991158452128691,-0.7145078028245433
2188,,1.06,6.04,-0.03760705893770058,0.779037126936797,-0.6258489146528233
2189,,1.66,5.78,-0.045272966972164944,0.5401424025952669,-0.8403550103260824
2190,,2.25,6.56,-0.04799026500318546,0.3724794213172009,-0.9267987997187562
2191,,0.0,6.04,-0.04859462230382978,0.23579705544749188,-0.9705865810557245
2192,,1.01,6.27,-0.038137220541748236,-0.4493319921285128,-0.8925504541812592
2193,68    Ori,-0.07,5.75,-0.04933364909967428,0.33858282400856127,-0.9396424119594101
2194,Eta1Dor,-0.03,5.71,-0.010908051807744054,-0.9138272219053327,-0.40595667614973574
2195,,0.01,6.15,-0.04773893006748838,-0.11760961512310741,-0.9919117768161673
2196,,1.25,5.05,-0.01437953259340952,-0.8842121387308239,-0.4668641373713098
2197,6    Gem,2.24,6.39,-0.04948579602437764,0.3892579270102093,-0.9197985770001758
2198,69    Ori,-0.14,4.95,-0.05050576615955876,0.27782699260975396,-0.9593025225454459
2199,70Xi  Ori,-0.18,4.48,-0.050481412889961295,0.24545778304409382,-0.9680919913395171
2200,,1.07,5.72,-0.041048332000877034,-0.4563862988613867,-0.8888343943905135
2201,40    Cam,1.34,5.35,-0.03417537772661911,0.8660181314876229,-0.49884330154060336
2202,,-0.08,6.18,-0.050982680318436537,-0.081339346393782,-0.9953816740506028
2203,,1.68,5.58,-0.033810973183202836,-0.6475031177067201,-0.7613123738994934
2204,,0.52,6.49,-0.026562629146186727,-0.7611170955550841,-0.6480703616017593
2205,,-0.2,5.05,-0.05140268879850413,-0.11407504205527955,-0.9921414457446933
2206,,-0.04,6.09,-0.04382161899281773,-0.44592011072539967,-0.8939993962858676
2207,,-0.08,6.58,-0.05600334577160934,0.3202869250419737,-0.9456637409299051
2208,,0.67,6.45,-0.056619441698478774,0.18442310450631838,-0.9812147355935927
2209,,0.03,4.8,-0.029008483107529518,0.9355656477115684,-0.35195941062831904
2210,,0.05,6.62,-0.05550704282874392,-0.04369688359337219,-0.9975016544149866
2211,,-0.03,6.31,-0.03273096656746559,-0.7105777785894146,-0.7028569587067429
2212,Del Pic,-0.23,4.81,-0.02578511388172217,-0.8188376935744899,-0.5734456900908023
2213,,-0.17,6.52,-0.05304273720475801,-0.3050813063330037,-0.9508479713161169
2214,,0.22,5.88,-0.06006664043175301,0.3074627254655247,-0.9496623985167328
2215,1    Lyn,1.83,4.98,-0.03723925995044494,0.8789443146203822,-0.4754683263003432
2216,7Eta Gem,1.6,3.28,-0.059925600041422535,0.38279092803925147,-0.9218893794108511
2217,,0.45,6.92,-0.05509740464845637,0.5898816631748592,-0.8056077826405764
2218,,0.94,5.83,-0.060505563347712885,-0.06525315803813361,-0.9960326812760846
2219,44Kap Aur,1.02,4.35,-0.05835872705461179,0.4923940225954888,-0.8684137179298808
2220,71    Ori,0.44,5.2,-0.06115772245630036,0.3281477324042703,-0.942644577081889
2221,Nu  Dor,-0.08,5.06,-0.013755237944040745,-0.9325970345839042,-0.36065712874475536
2222,,-0.23,5.91,-0.0641001442298396,0.23939966985585726,-0.9688028538266288
2223,72    Ori,-0.14,5.3,-0.06457380821251046,0.2780365631970922,-0.958397565115064
2224,,-0.17,5.83,-0.06350982969929034,-0.07964800478544008,-0.9947978170790612
2225,,0.72,6.39,-0.05484116079295129,-0.40453425478852173,-0.9128770365090674
2226,,-0.1,6.54,-0.05149973883229301,-0.4908446197919493,-0.8697237125211099
2227,5Gam Mon,1.32,3.98,-0.0643837587373285,-0.10929578428449639,-0.9919219541619645
2228,42    Aur,0.27,6.52,-0.052818527871443026,0.7244626701928539,-0.6872874526793966
2229,73    Ori,-0.02,5.33,-0.06702726206437207,0.21731043956131707,-0.9737985002031072
2230,8    Gem,0.9,6.08,-0.06499997723130187,0.40625825606000254,-0.9114434882882293
2231,,-0.13,6.07,-0.06793024867697485,0.10567592904328311,-0.9920776579157115
2232,,-0.17,6.64,-0.06862113155853734,0.07469348885563211,-0.9948427127069884
2233,,0.5,5.65,-0.06788923589917174,-0.008939845195399166,-0.9976528107597897
2234,,0.09,5.99,-0.06730974925224088,-0.08568259310449543,-0.9940462217092775
2235,,1.58,6.39,-0.06829296568565739,0.2953977359963394,-0.9529303481399334
2236,,0.46,6.37,-0.06930676561984621,0.020404391714545167,-0.9973867018554413
2237,,-0.08,6.1,-0.0664547940846816,-0.15704256827106822,-0.9853534351155373
2238,2    Lyn,0.01,4.48,-0.044031351439732025,0.8572646674065176,-0.5129897953242185
2239,43    Aur,1.11,6.38,-0.054991529499009754,0.723696931341581,-0.6879234574065188
2240,9    Gem,0.45,6.25,-0.06775082532023105,0.40260024538085165,-0.9128651971061803
2241,74    Ori,0.42,5.04,-0.07004792021589937,0.21255667619618993,-0.9746347768666246
2242,,1.32,5.91,-0.061923652786444454,-0.3464809094315834,-0.936010919073622
2243,,1.06,5.99,-0.0632361810167783,-0.3169184314666957,-0.9463423763137221
2244,,-0.08,5.01,-0.06670233112617895,-0.2371490073374033,-0.9691806577420011
2245,Eta2Dor,1.62,5.01,-0.02027830558737777,-0.9106075394539885,-0.41277439287346507
2246,,-0.05,6.63,-0.07128167043220635,0.01885328699073778,-0.9972780339654731
2247,75    Ori,0.1,5.39,-0.07346694239982222,0.17265977246582342,-0.982237858844013
2248,,-0.12,6.57,-0.07343254427574337,0.12278838293553308,-0.9897124200783114
2249,,-0.17,5.92,-0.06737827170618903,-0.28598570270081125,-0.9558620958865406
2250,,-0.03,6.59,-0.07423130169229378,0.2429096365974282,-0.9672045400519856
2251,,0.61,5.71,-0.07497799924174248,0.08889912580875137,-0.9932146017151303
2252,,1.55,6.67,-0.06036302849505261,-0.49679725480926434,-0.8657648597655626
2253,,0.01,6.16,-0.07639327777718342,0.24839873486650457,-0.9656407901632874
2254,,0.56,6.07,-0.06859455290113099,-0.3861475490038092,-0.9198830674116383
2255,6    Mon,0.35,6.75,-0.0753218142104463,-0.18610010685798972,-0.9796394104625904
2256,Kap Col,1.0,4.37,-0.05900625965127188,-0.5755842172074915,-0.8156108571025804
2257,4    Lyn,0.0,5.94,-0.04896220845950681,0.8604951356147502,-0.5071004079333011
2258,,-0.07,6.32,-0.07917580920989954,0.2977914387445853,-0.9513419207868365
2259,,0.87,6.24,-0.08038228702324536,0.15724844801115373,-0.9842822834588643
2260,,1.3,5.14,-0.07383410601419287,-0.2892963352110886,-0.9543878431866777
2261,Alp Men,0.72,5.09,-0.011746139439054408,-0.9648013497813075,-0.262717307515979
2262,,0.16,6.0,-0.05600712192182937,-0.6329005352515134,-0.7722047104054607
2263,,1.14,5.53,-0.05867552977788252,-0.6120447637608388,-0.7886433854146143
2264,45    Aur,0.43,5.36,-0.056476261296255895,0.8033605706449978,-0.5928087595868845
2265,,0.14,5.87,-0.05953649127961353,-0.6053364375748473,-0.793740010047563
2266,,-0.18,5.52,-0.07467638405827336,-0.3414779511877577,-0.9369184844566749
2267,,1.24,5.36,-0.08102643620515798,-0.1631585536026372,-0.9832670049494119
2268,,1.66,6.06,-0.07919336340390688,-0.2592358027057201,-0.9625617953089026
2269,,1.61,5.69,-0.0846161528374123,0.25293250974165676,-0.963776557192995
2270,,-0.04,6.22,-0.08244618343754917,-0.14930045154226992,-0.9853486702715218
2271,,-0.15,5.81,-0.07727863509162,-0.35716370246379536,-0.930839461024687
2272,,0.06,6.43,-0.0803689090959003,0.4930479346062141,-0.8662820398872882
2273,7    Mon,-0.19,5.27,-0.08511006734650205,-0.13611423376517554,-0.9870304918303147
2274,,0.59,6.43,-0.03639096607850065,-0.8590815129314296,-0.5105434866172707
2275,,1.6,4.9,-0.08701174084448825,-0.05136763327051935,-0.9948820649742346
2276,,-0.1,6.54,-0.08903623953553334,0.20375092044100881,-0.9749656970728832
2277,,0.63,6.35,-0.08892514977203841,0.30509054033512,-0.9481624754945984
2278,,1.46,6.41,-0.047144911426585216,-0.7958229602961067,-0.6036912896440704
2279,,-0.08,5.78,-0.07078039415678708,-0.5649189993113686,-0.82210501763464
2280,,0.24,6.31,-0.09329663417238199,0.039584388420094097,-0.9948511518038825
2281,,0.83,7.04,-0.052219065781073166,-0.7700587702894061,-0.6358322573362567
2282,1Zet CMa,-0.19,3.02,-0.0766095493863839,-0.5009569773392987,-0.8620748713411664
2283,,0.56,6.64,-0.020667490267226807,-0.9494406993099545,-0.31326540399456615
2284,,-0.02,5.64,-0.09132757372661722,-0.20404044413961414,-0.9746931678392531
2285,,0.0,5.97,-0.0409606608858924,0.942848457264099,-0.330694739744223
2286,13Mu  Gem,1.64,2.88,-0.09239216713758643,0.3829028971889794,-0.9191567106733792
2287,,0.42,6.0,-0.09612688354920758,0.21763222269565052,-0.9712856623587459
2288,,-0.19,5.53,-0.07430898348016447,-0.5612731288864946,-0.8242879653155862
2289,46Psi1Aur,1.97,4.91,-0.07072148887133495,0.7579983768466236,-0.6484110823464583
2290,,0.66,6.6,-0.05776736111059524,-0.7517375072725879,-0.6569274329405904
2291,,0.24,5.64,-0.06386944457618704,0.831808835690094,-0.5513753303489553
2292,,-0.15,6.4,-0.1013075059797513,0.06565469049115608,-0.9926863809122562
2293,5    Lyn,1.53,5.21,-0.06113799336613348,0.8518843976957451,-0.5201491312399938
2294,2Bet CMa,-0.23,1.98,-0.09406928862636148,-0.3082837771513453,-0.9466319673889266
2295,,0.06,6.67,-0.10148985101017029,-0.08171624221175418,-0.991474793376374
2296,Del Col,0.88,3.85,-0.08039385455475385,-0.5510108458506668,-0.8306165637072028
2297,,-0.06,6.71,-0.09409374849012744,0.4955681568508784,-0.863457334447105
2298,8Eps Mon,0.18,4.44,-0.10319069617181784,0.08007327816234916,-0.9914332808353321
2299,,0.45,6.72,-0.10321913363649708,0.08012160376168195,-0.9914264163628015
2300,,-0.08,6.26,-0.10343858204492488,0.15444694374994414,-0.9825714230074255
2301,,1.84,6.19,-0.10126975925123055,-0.17148969627165023,-0.9799672034991044
2302,,1.08,6.33,-0.10412643325893059,0.27659258680976556,-0.9553293813228272
2303,,1.53,6.24,-0.09995506982949148,-0.2600270409832182,-0.9604139326211866
2304,,-0.03,6.06,-0.1021517678587857,0.39597737591888094,-0.9125606467976373
2305,,1.24,5.22,-0.10314886823794941,-0.19988574474028697,-0.9743746712794064
2306,,-0.15,6.6,-0.09751400319102983,-0.33849614857493143,-0.9359013711826679
2307,,0.89,6.34,-0.08604389106051036,-0.5268074532136224,-0.8456183276453652
2308,,2.34,6.24,-0.10725726351834407,0.2541283922292011,-0.9612047855090807
2309,,-0.08,6.12,-0.10330951314886956,-0.22431328249232593,-0.9690256424834492
2310,,1.22,5.98,-0.10897511539893873,0.12335611395396182,-0.9863608332521954
2311,,1.56,5.63,-0.09401720679983193,-0.43173593971428115,-0.8970868649047228
2312,,-0.04,6.66,-0.11015909193458079,0.026196334204852526,-0.9935686823458035
2313,,0.56,5.87,-0.11003734643835165,-0.016512003563844028,-0.9937902878007582
2314,,-0.04,6.56,-0.08204736613589804,0.7361594341555158,-0.6718165800380285
2315,,-0.03,6.51,-0.11214670223242648,0.03964736472232254,-0.9929003996620036
2316,,1.04,5.62,-0.08385787646690639,-0.5977339807732488,-0.7972966479193466
2317,,1.02,6.35,-0.11201253325886466,-0.06782664996534582,-0.9913892968695043
2318,,0.62,6.39,-0.09439890689582496,-0.4814477560213355,-0.8713764425315237
2319,,1.26,6.43,-0.10122085923609808,0.5382274578866678,-0.836699193995286
2320,Nu  Pic,0.24,5.61,-0.05531860421367659,-0.8326313714106878,-0.5510579383064977
2321,,0.14,6.4,-0.11204455375792416,-0.13734370069178356,-0.9841660052315734
2322,,1.04,5.98,-0.0631044465016402,-0.7899529103476503,-0.6099116561150465
2323,,-0.05,6.31,-0.0821939561954945,-0.6465789961537822,-0.7584060622764697
2324,,0.08,5.87,-0.11602386581006105,-0.026302956461944835,-0.9928980899588083
2325,,-0.14,6.15,-0.11532341802027872,-0.08015059903089469,-0.9900890822199329
2326,Alp Car,0.15,-0.72,-0.0632219701505033,-0.7954294100314487,-0.602739608908615
2327,,0.04,6.71,-0.11743086719558764,0.014674783375497205,-0.9929726291104778
2328,,-0.04,6.27,-0.11544759304034695,-0.1307232627136196,-0.9846742008637661
2329,,1.36,6.25,-0.09087781205651235,-0.5744894926451605,-0.8134513176067313
2330,16    Gem,0.01,6.22,-0.11392464136130427,0.3501438048439479,-0.9297421642692675
2331,6    Lyn,0.94,5.88,-0.07064834765986265,0.8495501766563783,-0.5227554957301239
2332,48    Aur,0.68,5.55,-0.10713426282868523,0.507433926831766,-0.8550047132199027
2333,,1.04,5.55,-0.11885725661270892,0.050733355490515684,-0.9916143802865979
2334,,1.18,5.2,-0.11853233035307596,0.005221419619804178,-0.9929364649554487
2335,,1.38,5.55,-0.11866254413129279,-0.0048190293379456635,-0.9929229464447525
2336,,0.12,6.48,-0.05405324379908072,-0.8530401510004338,-0.5190382910883881
2337,,1.6,6.27,-0.04445870538748083,-0.896355358927245,-0.4411014554925872
2338,47    Aur,1.44,5.9,-0.08968958331364646,0.7275998375893539,-0.6801134133252854
2339,,0.42,6.47,-0.1122576973293821,0.4534893402755536,-0.8841638013664368
2340,,0.9,6.23,-0.11894775717016746,0.279633521203573,-0.9527100948785405
2341,,1.7,6.51,-0.06529546290154042,-0.7965973301942607,-0.6009735402260646
2342,,1.15,6.15,-0.12123893145338632,0.1788689948342233,-0.976374418031851
2343,18Nu  Gem,-0.13,4.15,-0.11827861622918451,0.3454983886137982,-0.9309355683441138
2344,10    Mon,-0.17,5.06,-0.12127599212409254,-0.08302079100599823,-0.9891408807622175
2345,,0.0,5.8,-0.052310639030636215,-0.8684681277419666,-0.4929773911048759
2346,,0.0,6.54,-0.031565659864893174,0.9835697204041229,-0.17774761382772292
2347,,-0.07,6.48,-0.12301333427289049,0.033368378373394784,-0.9918438742643905
2348,,-0.06,5.76,-0.07469693181638773,-0.7452109626513219,-0.6626318657607012
2349,,0.53,6.07,-0.1064983106396059,-0.43612131955405187,-0.8935638222652832
2350,,0.17,6.65,-0.026470936744564844,0.9905460772727884,-0.13460222252012163
2351,,0.0,6.59,-0.12387215950823581,0.19114211878405032,-0.9737147315951988
2352,Pi 1Dor,1.51,5.56,-0.033752407783894274,-0.9395980697613989,-0.34061157095648253
2353,,0.39,6.48,-0.0931798975182279,-0.6142239888493065,-0.7836111269121564
2354,,0.66,6.46,-0.04760718251632471,-0.8943798860929972,-0.4447675522395205
2355,,1.54,6.16,-0.12713808317903838,0.04616693558670708,-0.9908100331870348
2356,11Bet Mon,-0.1,4.6,-0.12446186564082738,-0.12243713937680821,-0.9846412498481001
2357,11Bet Mon,-0.07,5.4,-0.12449722130576871,-0.1224660092894415,-0.9846331898000701
2358,11Bet Mon,-0.18,5.6,-0.12449722130576871,-0.1224660092894415,-0.9846331898000701
2359,,1.12,5.77,-0.11881826667117355,-0.3001416494064481,-0.9464656411073963
2360,,-0.13,6.27,-0.04787770320826904,-0.8974723122959336,-0.43846456435804615
2361,Lam CMa,-0.17,4.48,-0.10330630596983988,-0.5384766808266602,-0.836283846162754
2362,,0.14,6.57,-0.1293004125618136,0.1569372318107909,-0.9791078125430881
2363,,1.47,5.73,-0.036544739195483435,0.978132478382528,-0.20474700674341353
2364,,-0.17,5.74,-0.10531993305489952,-0.5354010114882304,-0.8380056495028488
2365,,0.38,6.24,-0.04623295919490378,0.9597835177179194,-0.27690813025460026
2366,,1.16,6.2,-0.12969693093054183,0.29134691562028237,-0.9477846173396919
2367,,1.38,5.93,-0.12931298586778273,-0.17504692543681658,-0.9760311089207537
2368,,0.4,6.32,-0.09417324655146019,-0.657039069600835,-0.7479512421622327
2369,,1.28,5.82,-0.06243453178619362,-0.8480686484873031,-0.5261953028045365
2370,,-0.08,6.14,-0.13293078694726157,0.1951045869391582,-0.9717322707602554
2371,19    Gem,0.0,6.4,-0.13228089099677667,0.27401517007012144,-0.9525846169493508
2372,,0.14,5.87,-0.11908908575980814,0.5366329536776151,-0.8353698957229256
2373,,-0.15,6.16,-0.12954039105409781,-0.227468128212589,-0.9651308396963661
2374,,-0.12,6.65,-0.13476943174624487,0.20436317083344782,-0.9695735633120849
2375,,0.15,5.23,-0.13553202416075044,0.200128003805001,-0.9703503761631235
2376,7    Lyn,0.91,6.45,-0.08537324847226312,0.822670837973053,-0.562071259533885
2377,Pi 2Dor,0.97,5.38,-0.03850465762485084,-0.9378300514072746,-0.3449524402270865
2378,,1.07,6.03,-0.1379374903195867,0.2023362702794066,-0.9695531354669288
2379,,1.27,5.15,-0.13332791004349553,-0.21459327367156075,-0.9675605383118703
2380,,-0.15,5.93,-0.11844653515466998,-0.46591483138651485,-0.8768658895201301
2381,,1.38,5.43,-0.13705895927202216,-0.1419043113935108,-0.9803458614648218
2382,12    Mon,0.99,5.84,-0.1400511638087138,0.08464886132458475,-0.9865192556621872
2383,,0.03,6.42,-0.12288609009958647,0.5449927276573229,-0.8293864814793327
2384,,0.41,5.27,-0.082979842794547,-0.7687209149082462,-0.6341786031335503
2385,13    Mon,0.0,4.5,-0.14190497006677547,0.12763683937833825,-0.9816169399026566
2386,,0.25,5.6,-0.1400982385848664,-0.1022524066616326,-0.9848436063037228
2387,4Xi 1CMa,-0.24,4.33,-0.12713412301214486,-0.39744153069768273,-0.9087778300787359
2388,,0.81,5.84,-0.11087727463656345,-0.5772758359197849,-0.8089863034886818
2389,,1.09,5.22,-0.07012867334091472,-0.8372683440560788,-0.5422763955927227
2390,,1.4,6.2,-0.1018913937925932,-0.6549569913099299,-0.7487653059572453
2391,,1.11,5.53,-0.1416544165433168,0.24455061063422354,-0.9592335612937033
2392,,1.11,6.24,-0.13985113729482276,-0.19365886545156222,-0.9710498973942371
2393,,1.63,6.34,-0.10979708224640428,-0.6009783641725033,-0.791687821383352
2394,8    Lyn,0.89,5.94,-0.07816469855795732,0.8786597584032979,-0.4710066972581195
2395,,-0.14,5.1,-0.14618655549540668,-0.021296254932421863,-0.9890277855137548
2396,,1.19,5.92,-0.05510559437308663,0.9496930529793878,-0.3082960891602075
2397,,-0.17,5.69,-0.1203666568517693,-0.5303714487074745,-0.8391769743708791
2398,49    Aur,-0.03,5.27,-0.1350569533832213,0.4698139795245645,-0.8723728812761974
2399,,1.0,5.24,-0.11133556766314177,-0.6114810076317264,-0.7833871129134142
2400,,0.54,5.6,-0.08415956661870905,-0.7861386356397929,-0.6122934042605357
2401,,0.5,5.45,-0.03629243351401248,0.9834601363308104,-0.17745145679259638
2402,11    Lyn,0.0,5.85,-0.0893921538160982,0.8373134069107743,-0.5393656472594369
2403,,0.83,6.4,-0.13581798821034305,-0.35712747529558314,-0.9241284761695734
2404,14    Mon,-0.02,6.45,-0.14982764577032476,0.1317806257353461,-0.9798905771787597
2405,,2.61,5.29,-0.12437027350695842,0.6217668971189662,-0.7732644830294854
2406,,1.51,5.88,-0.15106338108749498,0.17344764579422403,-0.9731884550604039
2407,,1.0,6.44,-0.11268200971824963,-0.6242243275357379,-0.7730761628703942
2408,,0.33,6.29,-0.054076098823603154,-0.9104552040330504,-0.4100574313253651
2409,,0.0,5.8,-0.15324043186756223,0.015532805679964958,-0.9880668509715076
2410,,-0.15,6.15,-0.06391847080728898,-0.8819601130827938,-0.4669697934777403
2411,,1.44,5.42,-0.11861801965028249,-0.5910593956622697,-0.7978587319905684
2412,Mu  Pic,-0.06,5.7,-0.07213086242370614,-0.8549495946682564,-0.513671421496852
2413,,-0.06,6.55,-0.15595276518490114,0.07841559692856162,-0.9846470074039327
2414,5Xi 2CMa,-0.05,4.54,-0.1402918913231201,-0.39016428731139136,-0.9099945132448745
2415,,-0.08,5.62,-0.12649606678456904,-0.5404810041779664,-0.83179265998854
2416,,1.09,6.19,-0.0888401486611539,-0.791531768122922,-0.6046361617022794
2417,,0.1,6.44,-0.14793860954280122,0.41613531959873434,-0.8971875855076249
2418,,-0.08,5.52,-0.1583123783067199,-0.09082570584485694,-0.983202869215023
2419,51    Aur,1.35,5.69,-0.1297435952756139,0.634606876582677,-0.7618665970358175
2420,52Psi3Aur,-0.07,5.2,-0.1293204523298549,0.6414831048530467,-0.7561584799480178
2421,24Gam Gem,0.0,1.93,-0.15714266964360069,0.2823275041568336,-0.9463600592659516
2422,,0.05,6.06,-0.16154154196500647,0.10687627832652087,-0.9810615634865326
2423,6Nu 1CMa,0.85,5.7,-0.1497626716792713,-0.3199516349857384,-0.9355223639451061
2424,,-0.14,5.59,-0.1232289731788677,-0.5987440540497165,-0.7914039284141772
2425,53    Aur,0.0,5.79,-0.14581884612160512,0.48456790600607325,-0.86251423674317
2426,,0.91,6.38,-0.16046801799585986,0.1882908263483196,-0.96891515619973
2427,50Psi2Aur,1.23,4.79,-0.12593134533836298,0.6754472180572029,-0.7265757716026977
2428,,1.56,5.97,-0.15548879750374583,-0.23040357979635753,-0.9605922258002418
2429,7Nu 2CMa,1.06,3.95,-0.15046229341108602,-0.32978676208131164,-0.9319880845898196
2430,,1.08,6.17,-0.16345224442329548,0.047179091906612985,-0.9854224967392691
2431,,0.48,6.35,-0.12606706424765318,-0.5890396564553796,-0.7982101092036523
2432,,0.14,6.15,-0.1639085889221164,0.08641194654432706,-0.9826835451822631
2433,,-0.11,6.35,-0.14711734110822694,-0.38453700535709995,-0.9113110223498008
2434,,0.91,6.41,-0.12477978971441026,0.6948327229361382,-0.7082637158685876
2435,,-0.02,4.39,-0.09154137038391144,-0.7983786813940252,-0.5951568352995478
2436,,1.03,6.04,-0.15733607508131567,0.3751054968226874,-0.9135322795235051
2437,,1.0,6.12,-0.15949209505764184,-0.22469595715137727,-0.9612876772610531
2438,54    Aur,-0.08,6.03,-0.1512492160994241,0.4735203767997023,-0.8676993300589655
2439,,0.53,6.38,-0.15602450758849587,0.4162807922604012,-0.8957492143601468
2440,,1.48,6.14,-0.1663537137112728,-0.04437980768230985,-0.9850669391490859
2441,,-0.07,6.57,-0.16802984200762333,0.08194817229499363,-0.9823698230566752
2442,,0.15,6.21,-0.16771314801335707,0.028159104016646598,-0.9854335923056557
2443,8Nu 3CMa,1.15,4.43,-0.15630721778560122,-0.31295660682445287,-0.9368170664078711
2444,,1.03,6.04,-0.12652037703643323,-0.6176766187353219,-0.776188243187346
2445,,1.15,6.34,-0.11981584503164194,-0.6633640839928612,-0.738642170030703
2446,,-0.12,5.71,-0.1291817583601965,-0.6016833705733429,-0.788219001853209
2447,,1.18,5.27,-0.13869577387284576,-0.5349382270630084,-0.8334294064505389
2448,,0.03,6.03,-0.16037108851381343,-0.290261480280839,-0.9434136881740007
2449,,0.06,5.97,-0.16834371013236651,0.2246628878688558,-0.9597848623901586
2450,,1.5,4.82,-0.16537479055088358,-0.24439077567386308,-0.955470736033176
2451,Nu  Pup,-0.11,3.17,-0.11957440599820342,-0.6844976263970031,-0.7191418225128098
2452,,0.49,6.46,-0.14626744318757537,0.5868238927366055,-0.7963940946395989
2453,25    Gem,1.09,6.42,-0.15815183619673653,0.47249521909434605,-0.8670272571497314
2454,,-0.14,6.51,-0.17483843592905263,0.11097749046832511,-0.9783228086532764
2455,,-0.03,6.05,-0.157454085790045,-0.4018767473263395,-0.9020550375816448
2456,15    Mon,-0.25,4.66,-0.17520457216255853,0.17185268464563258,-0.9694173573200676
2457,,-0.01,6.28,-0.17220229391833225,0.2822995986055803,-0.9437443014908183
2458,,1.68,6.11,-0.1758803379018552,0.19086610380819705,-0.9657309341408753
2459,55Psi4Aur,1.48,5.02,-0.13323724161872716,0.7012134988481712,-0.7003909383186928
2460,,1.14,5.71,-0.1485980484816127,-0.5070913240135243,-0.8489858709646864
2461,,-0.1,5.79,-0.17832330101705368,0.008644120281277201,-0.9839339812705649
2462,,0.87,4.93,-0.11176244892268382,-0.7457118481547498,-0.6568279794074182
2463,,1.08,6.27,-0.11453677655358567,0.801737976861187,-0.5865982810026337
2464,,1.03,6.19,-0.14946215490654188,0.6038612737272804,-0.7829512285852546
2465,,1.18,6.58,-0.13636506123264713,-0.6178443648385878,-0.7743855053603589
2466,26    Gem,0.06,5.21,-0.1753171367776009,0.3031230516572983,-0.9366858155785593
2467,,-0.05,6.37,-0.18106948852594607,0.1105149322748724,-0.9772411626969223
2468,,0.62,6.18,-0.0786907289215496,-0.8790922527743036,-0.4701112424671368
2469,,1.53,5.19,-0.1796538008325128,-0.15931644050364216,-0.9707434180213025
2470,12    Lyn,0.08,4.87,-0.10187251492652198,0.8611119847336598,-0.4981045477112238
2471,,0.06,6.31,-0.15487926132499047,0.5893334524628093,-0.7929050991257977
2473,27Eps Gem,1.4,2.98,-0.1724817127767792,0.4246910761859398,-0.8887561806061418
2474,,1.37,6.19,-0.18672642679964857,0.05291692646622825,-0.9809857493501133
2475,,-0.14,6.12,-0.13638088363449702,-0.6474513920292334,-0.749804607573521
2476,,1.58,6.65,-0.11930066920903766,-0.739334103043837,-0.6626857735025257
2477,13    Lyn,0.96,5.35,-0.110001167887931,0.8402749652143356,-0.5308839100004239
2478,30    Gem,1.16,4.49,-0.18569782193849751,0.2288228476276326,-0.9555921846325865
2479,,-0.02,5.9,-0.18884263741504276,0.06857636142573996,-0.9796099943078046
2480,28    Gem,1.45,5.44,-0.16977307650394582,0.4843643284698919,-0.8582355736045296
2481,,0.34,6.13,-0.17145126025000515,-0.38186360759012106,-0.9081765525254123
2482,,0.34,6.29,-0.14373846317626762,-0.6211287828303202,-0.7704143621087614
2483,56Psi5Aur,0.56,5.25,-0.14671687704610772,0.6893351089440004,-0.7094302400990533
2484,31Xi  Gem,0.43,3.36,-0.1913794495757223,0.22317450292932284,-0.9558070137440628
2485,,0.65,6.33,-0.11766731939672825,0.8261420048324578,-0.5510388278491777
2486,,0.47,6.28,-0.11764327568009417,0.8261420048324578,-0.5510439615299897
2487,57Psi6Aur,1.12,5.22,-0.13602187395108692,0.7522935462962703,-0.6446335936078852
2488,,0.26,6.3,-0.14584944426839355,-0.6319391295010197,-0.7611707273746766
2489,32    Gem,0.0,6.46,-0.19409195742705065,0.2197374239128373,-0.956056366849929
2490,42    Cam,-0.17,5.14,-0.08412267875680626,0.9243593271679341,-0.3721333218033871
2491,9Alp CMa,0.0,-1.46,-0.18745405323332257,-0.2876298404462758,-0.9392177877421448
2492,10    CMa,-0.12,5.2,-0.1651702408752275,-0.5160932228817395,-0.8404561718642789
2493,,0.54,6.45,-0.17278272082278356,-0.45929134731138505,-0.8713194532833344
2494,16    Mon,-0.17,5.93,-0.1994154215513644,0.14931483292136388,-0.9684722868090531
2495,,1.2,6.05,-0.18048538791538965,-0.39813987453449823,-0.8993940543803285
2497,,-0.11,6.54,-0.16809386727902662,-0.5088327510412053,-0.8442947845693587
2498,,0.07,5.32,-0.19270880850621633,-0.25538013525859676,-0.9474409225062085
2499,,0.07,6.2,-0.1950506019825971,0.3122243821308605,-0.9297694326386671
2500,,0.48,5.92,-0.16719926702187657,-0.5268610231116728,-0.8333437870609395
2501,,-0.19,5.8,-0.169228795840283,-0.5142732278473265,-0.8407643318897036
2502,,-0.05,5.66,-0.19900925642322434,-0.17549082285725226,-0.9641567750893835
2503,17    Mon,1.4,4.77,-0.20303713670032983,0.13981639952642697,-0.9691373976604133
2504,11    CMa,-0.04,5.29,-0.19660739059189328,-0.2491265734740585,-0.9483045314421529
2505,,1.11,6.51,-0.05560085983808854,-0.9498387117399495,-0.30775796669697814
2506,18    Mon,1.11,4.47,-0.2071304293611432,0.042088783678358214,-0.9774075503704404
