HR,Name,DM,SAO,B-V,Vmag,x,y,z,RAh,RAm,RAs,DEsn,DEd,DEm,DEs,SpType,pmRA,pmDE
1,,3,36042,0.07,6.7,0.7040940672212916,0.7099293417036734,-0.015870547941650586,0,5,9.9,+,45,13,45,A1Vn,-0.012,-0.018
2,,6,128569,1.1,6.29,0.9997174261645215,-0.00877986296023728,-0.02209031075797514,0,5,3.8,-,0,30,11,gG9,0.045,-0.06
3,33    Psc,28,128572,1.04,4.61,0.9947729755573012,-0.09945000136187951,-0.023160836124704105,0,5,20.1,-,5,42,27,K0IIIbCN-0.5,-0.009,0.089
4,86    Peg,87,91701,0.9,5.51,0.9724907543038803,0.2316818768527747,-0.02419174924319183,0,5,42.0,+,13,23,46,G5III,0.045,-0.012
5,,123,21085,0.67,5.96,0.5232450652342131,0.852062086618949,-0.014310913828500582,0,6,16.0,+,58,26,12,G5V,0.263,0.03
6,,142,214963,0.52,5.7,0.654821759893997,-0.7555677126511252,-0.01805254465373621,0,6,19.0,-,49,4,30,G1IV,0.565,-0.038
7,10    Cas,144,10978,-0.03,5.59,0.43512027578180196,0.9002892284895923,-0.012233179030132931,0,6,26.5,+,64,11,46,B9III,0.008,0.0
8,,166,73743,0.75,6.13,0.8740746272117189,0.48513608770959826,-0.025229396871897673,0,6,36.8,+,29,1,17,K0V,0.38,-0.182
9,,203,166053,0.38,6.18,0.9193611273594194,-0.3924575175943641,-0.027426527014676655,0,6,50.1,-,23,6,27,A7V,0.1,-0.045
10,,256,147090,0.14,6.19,0.9538268340209247,-0.29881409572466194,-0.030405705021786245,0,7,18.2,-,17,23,11,A6Vn,-0.018,0.036
11,,315,128595,-0.14,6.43,0.9984417146567622,-0.04447183133564382,-0.03371051246894259,0,7,44.1,-,2,32,56,B8IIIpSi,0.027,-0.002
12,,319,166066,0.14,5.94,0.923287909086916,-0.3828267587790584,-0.03135458015396027,0,7,46.8,-,22,30,32,A2Vp:,0.052,-0.044
13,,344,192367,1.12,5.68,0.8330868305462927,-0.5523654484214053,-0.029304336889828097,0,8,3.5,-,33,31,46,K1III,-0.037,0.0
14,,352,128602,1.38,6.07,0.998447878446852,-0.04270878715090291,-0.035746237915044804,0,8,12.1,-,2,26,52,K2III+F,0.009,-0.003
15,21Alp And,358,73765,-0.11,2.06,0.8732671212883789,0.4861913441295175,-0.031976737954967124,0,8,23.3,+,29,5,26,B8IVpMnHg,0.136,-0.163
16,,360,128604,1.04,5.99,0.9875181180549493,-0.1533978546845377,-0.035736041909993264,0,8,17.4,-,8,49,26,gG8,-0.052,-0.033
17,,400,53677,0.48,6.19,0.8019639325182836,0.5965984585955457,-0.03039950889782383,0,8,41.0,+,36,37,36,F8IV,-0.1,-0.145
18,,402,147103,1.67,6.06,0.9526449839950867,-0.30199555034552067,-0.0355840138335627,0,8,33.4,-,17,34,39,M0III,0.0,-0.025
19,,417,73769,0.97,6.23,0.9021886606600803,0.42992464117164036,-0.034934560106099063,0,8,52.2,+,25,27,46,K0III,0.114,0.031
20,,431,4048,0.19,6.01,0.17840125379582392,0.9839309489059038,-0.007271893096422688,0,9,20.2,+,79,42,53,A7IV,0.102,-0.027
21,11Bet Cas,432,21133,0.34,2.27,0.5123852478674153,0.8585102421274577,-0.020530999247510208,0,9,10.7,+,59,8,59,F2III-IV,0.525,-0.181
22,87    Peg,448,91734,1.04,5.53,0.9491680513068007,0.31253295228612626,-0.03745883225313522,0,9,2.4,+,18,12,43,G9III,0.137,-0.024
23,,469,231943,0.74,6.33,0.5873006200800015,-0.8090369415522949,-0.023177766444467188,0,9,2.4,-,54,0,7,G4IV,0.051,0.016
24,Kap1Scl,493,166083,0.42,5.42,0.8823129486701978,-0.46928320347376956,-0.03601576802315197,0,9,21.0,-,27,59,16,F2V,0.072,-0.004
25,Eps Phe,496,214983,1.03,3.88,0.6972333833644999,-0.7162714958902618,-0.028648792247123273,0,9,24.7,-,45,44,51,K0III,0.124,-0.181
26,34    Psc,560,91750,-0.07,5.51,0.9801982815797617,0.1933021259281302,-0.04296064361421215,0,10,2.3,+,11,8,44,B9Vn,0.041,-0.003
27,22    And,571,36123,0.4,5.03,0.6930476274667663,0.720214856319929,-0.031233744552173356,0,10,19.3,+,46,4,20,F2II,0.008,0.0
28,,584,21162,-0.08,6.74,0.5416450218923574,0.8402407934593081,-0.024820944101704642,0,10,29.7,+,57,9,56,B7IV,0.023,0.006
29,,587,128621,0.98,5.84,0.994799042558769,-0.09147747964389084,-0.04479660302029257,0,10,18.8,-,5,14,55,K1III,0.036,-0.033
30,Gam3Oct,636,258215,1.05,5.28,0.13517279761939063,-0.9908043395735933,-0.005922454379983324,0,10,2.1,-,82,13,26,G8III,-0.029,-0.02
31,,645,147127,1.01,5.85,0.9749266909040976,-0.2178025688989898,-0.04560688921409912,0,10,42.8,-,12,34,48,K0IV,0.15,-0.038
32,,661,255642,0.37,6.64,0.2883121623590073,-0.9574427217845913,-0.013398937927573516,0,10,38.6,-,73,13,28,F2V+F6V,0.123,0.016
33,6    Cet,693,147133,0.49,4.89,0.9626152867892651,-0.2667010761597527,-0.04735341186071745,0,11,15.9,-,15,28,5,F7V,-0.077,-0.268
34,Kap2Scl,720,166103,1.34,5.41,0.8834556024895964,-0.46638235176482185,-0.04465087224297235,0,11,34.4,-,27,47,59,K5III,0.01,0.016
35,The Scl,739,192388,0.44,5.25,0.8167463022535509,-0.5754771700326106,-0.04185097999341385,0,11,44.0,-,35,7,59,F4V,0.173,0.119
36,,743,36148,1.45,6.16,0.6662382417007763,0.7449231672225138,-0.03487234191499983,0,11,59.1,+,48,9,9,gK4,0.058,0.017
37,,787,147144,1.48,5.25,0.9500482503480879,-0.3079932064235759,-0.05048273771757423,0,12,10.0,-,17,56,18,K5III,0.056,-0.031
38,,829,53725,-0.13,6.73,0.790053145630123,0.6114349730079799,-0.04430915100381323,0,12,50.4,+,37,41,36,B2V,0.028,-0.012
39,88Gam Peg,886,91781,-0.23,2.83,0.9634822525726127,0.2619131345311911,-0.05570869714551231,0,13,14.2,+,15,11,1,B2IV,0.003,-0.012
40,,895,73823,0.65,6.3,0.8895850256099933,0.45379178126117325,-0.05207207956552996,0,13,24.0,+,26,59,14,G0III,-0.008,-0.047
41,23    And,905,36173,0.31,5.72,0.7529946483647216,0.6565235893869813,-0.044450378092020945,0,13,30.8,+,41,2,7,F0IV,-0.123,-0.148
42,,942,166130,1.55,5.94,0.8970206166286367,-0.43871535527169264,-0.053692181851856015,0,13,42.1,-,26,1,19,K5III,0.026,-0.069
43,,943,166131,1.48,6.31,0.894994495955072,-0.4428321291881234,-0.053708077314681385,0,13,44.2,-,26,17,5,K5III,-0.02,0.012
44,,952,53744,-0.01,6.25,0.8351367256666553,0.5476524688309483,-0.05121935987636776,0,14,2.3,+,33,12,22,A1V,-0.006,-0.018
45,89Chi Peg,1013,91792,1.57,4.8,0.936548368589284,0.34540739528256376,-0.05975687890833386,0,14,36.2,+,20,12,24,M2+III,0.093,0.0
46,,1014,128655,1.62,5.12,0.9888224147629523,-0.13537933495014803,-0.06247133527322473,0,14,27.6,-,7,46,50,M3+III,0.059,0.004
47,,1032,258217,1.72,5.77,0.08710976172614729,-0.9961858195264968,-0.005069752098058539,0,13,19.4,-,84,59,39,M0-1III,0.004,0.008
48,7    Cet,1038,147169,1.66,4.44,0.9439706655333854,-0.3244586018115195,-0.060382102671001435,0,14,38.4,-,18,55,58,M3III,-0.024,-0.067
49,,1048,73838,-0.01,6.24,0.9233505008175729,0.37920046907576443,-0.06025659210955776,0,14,56.1,+,22,17,3,A1pSi,0.065,-0.011
50,35    Psc,1061,109087,0.31,5.79,0.9860625715601826,0.15334515614234576,-0.06454353612716957,0,14,58.8,+,8,49,15,F0IV,0.097,-0.028
51,,1064,128660,-0.08,5.75,0.9839984628596589,-0.16624767689331774,-0.06409941510968377,0,14,54.5,-,9,34,11,B9V,0.028,-0.011
52,,1075,53755,0.91,6.45,0.8504598670519679,0.5230317118824673,-0.056176889369605985,0,15,7.0,+,31,32,9,K5,0.035,-0.005
53,,1083,73842,-0.02,6.35,0.886804874030734,0.4583867380184909,-0.058810830670050634,0,15,10.6,+,27,16,59,A1Vn,0.021,-0.031
54,,1089,192418,1.34,6.17,0.8183585929837605,-0.572209491060115,-0.05353047384774339,0,14,58.2,-,34,54,16,K3III,0.073,-0.023
55,,1141,4071,-0.07,6.35,0.225220939987016,0.9741766710131127,-0.01597941942545487,0,16,14.0,+,76,57,3,B8Vnn,0.018,-0.002
56,,1185,36221,0.05,6.15,0.7223909333235969,0.6895528340090981,-0.05165489872106797,0,16,21.6,+,43,35,41,A2VpSi,0.043,-0.03
57,,1187,192430,1.35,5.67,0.8510118138262648,-0.5217005288840024,-0.06006205865838236,0,16,8.9,-,31,26,47,K5III,0.122,-0.03
58,,1221,255650,1.0,6.49,0.2428351701554026,-0.9699204203593081,-0.01689551140450389,0,15,55.2,-,75,54,41,G8-K0III,-0.013,0.006
59,36    Psc,1227,109100,0.92,6.11,0.9870913806731153,0.1433198930550693,-0.07148436511242628,0,16,34.1,+,8,14,24,G8II-III,-0.02,-0.019
60,,1239,11084,0.88,5.74,0.47534415129861624,0.8790945636364624,-0.035223373078339615,0,16,57.1,+,61,32,0,G8III,-0.001,-0.001
61,,1256,166167,-0.09,6.47,0.9359366340298886,-0.3454710909554602,-0.06835453455950533,0,16,42.5,-,20,12,38,B8III,0.012,-0.014
62,,1279,36236,-0.09,5.89,0.6679364146695197,0.7425313906495011,-0.050080733406623716,0,17,9.1,+,47,56,51,B7III,0.008,0.0
63,24The And,1280,53777,0.06,4.61,0.7784606403353688,0.6249929045286416,-0.05816270916575181,0,17,5.5,+,38,40,54,A2V,-0.05,-0.019
64,,1324,255652,0.46,6.77,0.1940436948083723,-0.9808891816317472,-0.01426386563721309,0,16,49.0,-,78,46,50,F3III,0.077,-0.043
65,,1337,21273,-0.13,6.14,0.621566785040988,0.7818802761187608,-0.04814525470137841,0,17,43.0,+,51,25,59,O9IIInn,-0.005,-0.004
66,,1343,147205,0.37,6.45,0.9424598549425542,-0.32641148143506205,-0.0722839305034503,0,17,32.6,-,19,3,4,F4IV-V,0.015,0.003
67,,1367,109119,0.94,6.17,0.9965540182766912,0.029472403410385654,-0.07753364491493828,0,17,47.7,+,1,41,20,K0II,0.095,0.012
68,25Sig And,1404,53798,0.05,4.52,0.7983255616395849,0.5988178298154287,-0.06398049959152893,0,18,19.7,+,36,47,7,A2V,-0.063,-0.041
69,,1419,91832,1.03,6.05,0.9778144465516275,0.19433422211390813,-0.07818643252071739,0,18,17.2,+,11,12,21,K0III,-0.036,-0.038
70,26    And,1438,36256,-0.08,6.11,0.7194655494108144,0.692031191386839,-0.058840065930513,0,18,42.1,+,43,47,28,B8V,0.02,-0.003
71,,1439,53803,-0.01,5.87,0.849665561982791,0.5227548315103279,-0.06925185133320684,0,18,38.3,+,31,31,2,A0IV,0.058,-0.006
72,,1461,128690,0.68,6.46,0.9868464734940029,-0.140085223250805,-0.08068561197154325,0,18,41.8,-,8,3,10,G0V,0.413,-0.139
73,,1483,215047,1.21,6.33,0.7261205692998633,-0.6849958118772819,-0.05941091272001866,0,18,42.6,-,43,14,7,K2III,0.056,0.012
74,8Iot Cet,1522,128694,1.22,3.56,0.9846160080826458,-0.1533978546845377,-0.08366848155414569,0,19,25.7,-,8,49,26,K1.5III,-0.014,-0.036
75,,1527,36269,1.18,6.33,0.7550000150586625,0.6524915987433785,-0.06503607330343146,0,19,41.6,+,40,43,47,K1III,-0.026,-0.01
76,,1561,36272,0.0,6.52,0.6553068208551043,0.7531648733094346,-0.05758163034822597,0,20,5.2,+,48,51,55,A0V s,0.005,-0.017
77,Zet Tuc,1581,248163,0.58,4.23,0.42297158098448895,-0.9053815623950351,-0.03713849962784187,0,20,4.3,-,64,52,29,F9V,1.705,1.164
78,,1606,53820,-0.1,5.9,0.8543455952739614,0.5140777936618304,-0.0762733629766326,0,20,24.4,+,30,56,9,B7V,0.021,0.004
79,,1632,53825,1.59,5.79,0.8360706021631757,0.5433413334897785,-0.07593512704969918,0,20,45.5,+,32,54,41,K5III,-0.026,-0.014
80,41    Psc,1635,109152,1.34,5.37,0.9858053505364305,0.14246098168267196,-0.08884075389006443,0,20,35.9,+,8,11,25,gK3,-0.002,0.008
81,,1663,91858,0.0,6.56,0.9776214159513139,0.1904139777198397,-0.08943648115985134,0,20,54.5,+,10,58,37,A0V,-0.046,-0.028
82,27Rho And,1671,53828,0.42,5.18,0.7850023373144275,0.6152296795731514,-0.07255185582190864,0,21,7.3,+,37,58,7,F5III,0.06,-0.04
83,Pi  Tuc,1685,248167,-0.05,5.51,0.3467507257918956,-0.9374339935120898,-0.031327974252555846,0,20,39.0,-,69,37,30,B9V,-0.007,0.0
84,Iot Scl,1737,166207,1.0,5.18,0.8709211921132066,-0.48452973721656284,-0.08201957620568066,0,21,31.2,-,28,58,54,G5III,0.04,-0.074
85,,1760,166210,1.82,5.12,0.9351119118513196,-0.3429675670099555,-0.08910084339130435,0,21,46.3,-,20,3,28,M5IIe,0.071,-0.005
86,42    Psc,1796,91866,1.22,6.23,0.9677897470441036,0.23314835948005086,-0.09499919993384695,0,22,25.5,+,13,28,57,K3III,0.062,0.021
87,,1801,255663,1.4,5.97,0.2167291760826156,-0.9760192400844516,-0.020369271452858516,0,21,28.6,-,77,25,37,K3III,0.002,-0.01
88,9    Cet,1835,147237,0.66,6.39,0.9725215920053252,-0.21148590754690563,-0.09734199500980789,0,22,51.8,-,12,12,34,G2V,0.394,0.061
89,,1909,192495,0.0,6.55,0.8524523183723361,-0.5155782089460181,-0.08662652804796839,0,23,12.6,-,31,2,10,B9IVMn,0.029,-0.003
90,,1967,53860,1.97,7.39,0.7774739294967672,0.6235688561274038,-0.08183013271904797,0,24,2.0,+,38,34,38,S6.5IIIeZr6Ti2,-0.007,-0.023
91,,1976,21366,-0.12,5.57,0.6119418505937292,0.78822561199044,-0.065019659290236,0,24,15.6,+,52,1,12,B5IV,0.013,-0.004
93,12    Cas,2011,11172,0.0,5.4,0.46931284156083125,0.8815599130957448,-0.05096642393498951,0,24,47.5,+,61,49,52,B9III,0.012,-0.001
94,,2023,128743,1.22,6.07,0.9935481090721753,-0.03872208180310127,-0.10659622573027053,0,24,29.7,-,2,13,9,K1III,-0.033,-0.044
96,,2054,21381,-0.06,5.74,0.5975568516972973,0.7991283301109794,-0.06572458446922055,0,25,6.4,+,53,2,49,B9IV,0.023,-0.002
97,44    Psc,2114,109192,0.86,5.77,0.9932937132617595,0.03384807277286828,-0.11055273476593827,0,25,24.2,+,1,56,23,G5III,-0.013,-0.015
98,Bet Hyi,2151,255670,0.62,2.8,0.21923522038978918,-0.9753583674998337,-0.02473808983531048,0,25,45.1,-,77,15,15,G2IV,2.215,0.324
99,Alp Phe,2261,215093,1.09,2.39,0.7347012509136641,-0.6730913980017202,-0.08462884757567644,0,26,17.0,-,42,18,22,K0III,0.203,-0.396
100,Kap Phe,2262,215092,0.17,3.94,0.7184864600561071,-0.6906300058494229,-0.08250697992576239,0,26,12.2,-,43,40,48,A7V,0.109,0.029
101,10    Cet,2273,128760,0.9,6.19,0.9932599165115966,-0.000867816380259851,-0.11590506954446045,0,26,37.4,-,0,2,59,G8III,0.073,-0.001
102,,2363,166282,1.03,5.98,0.8958624342417459,-0.4312548461858928,-0.10700353524830646,0,27,14.7,-,25,32,50,G8III,0.036,-0.019
103,47    Psc,2411,91910,1.65,5.06,0.9445138521814787,0.3072412790460467,-0.11617391913615183,0,28,2.9,+,17,53,35,M3III,0.117,0.021
104,,2421,36390,0.03,5.17,0.7091273312151339,0.6995940599984632,-0.0877871251298755,0,28,13.7,+,44,23,40,A2V s,0.089,-0.016
105,Eta Scl,2429,192545,1.64,4.81,0.8323830149182994,-0.5447447464188375,-0.1019395787935124,0,27,55.7,-,33,0,26,M4III,-0.019,-0.052
106,48    Psc,2436,91912,1.58,6.06,0.9518346459759501,0.28309481311794327,-0.11776303964128307,0,28,12.7,+,16,26,42,K5III,0.019,-0.015
107,,2454,109224,0.43,6.04,0.9767147044287317,0.17690819141806857,-0.12137494783472988,0,28,20.1,+,10,11,23,F6Va vw,0.046,-0.207
108,,2475,166296,0.59,6.43,0.9305110860856605,-0.34750851055445225,-0.1157020041482031,0,28,21.1,-,20,20,6,G0V,-0.116,-0.114
109,,2490,215103,1.56,5.43,0.7610992546173888,-0.6416504529518174,-0.0949348242089417,0,28,26.4,-,39,54,54,M0III,0.13,-0.036
110,,2507,53928,0.92,6.26,0.7933160679718385,0.6004202253258839,-0.10072323126923573,0,28,56.6,+,36,54,0,G5III,-0.011,0.003
111,,2529,232055,1.09,6.26,0.6306528481277599,-0.7719883448205572,-0.07944168055599651,0,28,43.1,-,50,31,58,K0III,0.15,-0.002
112,,2589,4130,0.84,6.21,0.22257966347063737,0.9744463502179455,-0.030209335580629326,0,30,55.0,+,77,1,10,K0IV,0.337,-0.038
113,,2626,21457,0.01,5.94,0.4959687009167051,0.8658265617454515,-0.06602584862798726,0,30,19.9,+,59,58,38,B9IIIn,0.017,-0.012
114,28    And,2628,74041,0.24,5.23,0.8606966620337738,0.49624175834505674,-0.11377773612849806,0,30,7.3,+,29,45,6,A7III,0.041,-0.054
115,,2630,147307,0.37,6.14,0.9583419953130452,-0.25652836198277906,-0.12559386735762074,0,29,51.9,-,14,51,51,F2III,0.144,-0.032
116,,2632,192567,1.34,6.57,0.8398103503810113,-0.5316449748104424,-0.10987354618709198,0,29,48.9,-,32,7,0,K4III,-0.004,-0.054
117,12    Cet,2637,128791,1.56,5.72,0.9890583695234892,-0.06901166001411092,-0.13038762386681396,0,30,2.4,-,3,57,26,M0III,0.011,-0.012
118,,2696,166318,0.12,5.19,0.9070189852048532,-0.40335010978785096,-0.12093489741214808,0,30,22.7,-,23,47,16,A5Vn,-0.024,0.013
119,,2724,215120,0.33,6.19,0.7487391028618732,-0.6552610148271479,-0.1001137267975462,0,30,27.8,-,40,56,22,F2III,-0.001,0.021
120,,2726,215119,0.35,5.69,0.6604704030271338,-0.7456504719264688,-0.0882282292750448,0,30,26.1,-,48,12,54,F2V,0.129,-0.088
121,13    Cas,2729,11243,-0.1,6.18,0.39469892797830086,0.9171953448756,-0.054455996835144974,0,31,25.3,+,66,31,10,B6V,0.023,-0.006
122,,2767,53956,1.14,5.87,0.8252780859336538,0.5531250052538758,-0.11388068071707598,0,31,25.6,+,33,34,54,K1III,0.047,-0.019
123,14Lam Cas,2772,21489,-0.1,4.73,0.5748184749227468,0.8143406833077154,-0.08020581274079049,0,31,46.4,+,54,31,20,B8Vn,0.045,-0.01
124,,2774,21486,1.15,5.6,0.5982864091879692,0.796945956686212,-0.08324971292721801,0,31,41.2,+,52,50,22,K2III,-0.053,-0.019
125,Lam1Phe,2834,215131,0.02,4.77,0.6524633782706274,-0.7524564218173502,-0.0900048514331878,0,31,25.0,-,48,48,13,A0V,0.143,0.017
126,Bet1Tuc,2884,248201,-0.07,4.37,0.45034283625238536,-0.8906739332458373,-0.06238008073533409,0,31,32.7,-,62,57,29,B9V,0.09,-0.054
127,Bet2Tuc,2885,248202,0.15,4.54,0.450218985892122,-0.8907356417935105,-0.062392957783489154,0,31,33.6,-,62,57,57,A2V+A7V,0.101,-0.056
128,,2888,36453,-0.01,6.7,0.7181797317865111,0.6882877552038613,-0.10236131538566966,0,32,26.8,+,43,29,41,A1Vn,0.018,-0.01
129,,2904,4142,-0.01,6.42,0.32243242537126965,0.9454143528665202,-0.047212630335319264,0,33,19.3,+,70,58,54,A0Vn,0.028,-0.004
130,15Kap Cas,2905,11256,0.14,4.16,0.4503436624123591,0.8904644426543779,-0.06529672344958262,0,33,0.0,+,62,55,54,B1Ia,0.003,-0.003
131,52    Psc,2910,74084,1.08,5.38,0.928454687492219,0.3468447096651212,-0.13293096197291115,0,32,35.5,+,20,17,40,K0III,0.135,-0.047
132,51    Psc,2913,109262,0.0,5.67,0.9827395011687834,0.12109938689163402,-0.13984996008937944,0,32,23.8,+,6,57,20,B9.5V,0.035,0.002
133,,2924,74083,0.0,6.67,0.8774224994841808,0.4629952579127151,-0.12555934273988228,0,32,34.5,+,27,34,50,A2IV,-0.017,-0.015
134,,2942,74090,1.0,6.3,0.8716269754183413,0.4737851050652423,-0.12567453975006898,0,32,49.1,+,28,16,49,K0III,-0.006,0.007
135,,2952,21512,1.04,5.93,0.5690628282686122,0.8180995356354818,-0.08294966712372656,0,33,10.4,+,54,53,42,K0III,0.071,-0.042
136,Bet3Tuc,3003,248208,0.04,5.09,0.4488898124303118,-0.8912529057262758,-0.06454606363481499,0,32,43.8,-,63,1,52,A0V,0.081,-0.038
137,16    Cas,3038,11265,-0.08,6.48,0.39029723835655505,0.9187931239103216,-0.059053037062956254,0,34,24.9,+,66,45,1,B9III,0.021,0.0
138,,3059,166367,1.27,5.55,0.8604752136150422,-0.49330942147324996,-0.12739003665858237,0,33,41.1,-,29,33,30,K2III,-0.026,-0.03
139,The Tuc,3112,255679,0.23,6.13,0.31777094101077663,-0.9470204782427988,-0.04662448753505108,0,33,23.3,-,71,15,58,A7IV,0.067,-0.012
140,,3158,232091,0.47,5.57,0.6036280060963949,-0.792002623235844,-0.09146078418443813,0,34,27.8,-,52,22,23,F3IV-V,0.23,0.032
141,,3166,91980,0.91,6.4,0.9616201321051474,0.23125739440042398,-0.14767105019334548,0,34,55.3,+,13,22,16,K0,-0.09,-0.057
142,13    Cet,3196,128839,0.56,5.2,0.9862539300014931,-0.0626647162076731,-0.15289316171504158,0,35,14.9,-,3,35,34,F8V,0.413,-0.026
143,14    Cet,3229,128843,0.44,5.93,0.9879573812696788,-0.008823494501377576,-0.15447445982926303,0,35,32.8,-,0,30,20,F5IV,0.146,-0.066
144,,3240,21551,-0.11,5.08,0.5781392703119534,0.8107432343972636,-0.09192601374053938,0,36,8.3,+,54,10,7,B7III,0.022,0.0
145,,3268,91990,0.52,6.41,0.9616249097827835,0.22846414961385064,-0.15192651258576836,0,35,54.7,+,13,12,24,F7V,-0.143,-0.189
146,,3283,11291,0.29,5.79,0.48881300016496115,0.8688572170618724,-0.07841547825033145,0,36,27.3,+,60,19,34,A4III,-0.001,-0.003
147,Lam2Phe,3302,215157,0.44,5.51,0.661025066367055,-0.7431545575089638,-0.10376495211817237,0,35,41.1,-,48,0,3,F6V,0.045,-0.104
148,,3303,232099,1.01,6.06,0.5691995939404194,-0.8173656135915279,-0.08902401909713327,0,35,33.4,-,54,49,19,K0IV,0.027,-0.054
149,,3322,74136,-0.09,6.5,0.8778313962559544,0.45794718486615404,-0.14034391907199317,0,36,20.0,+,27,15,17,B8IIIpHgMn:,0.011,-0.016
150,,3325,147360,1.06,6.45,0.9541183201938527,-0.25837413831418726,-0.15133088158357505,0,36,3.0,-,14,58,25,G9III,-0.083,-0.079
151,,3326,166400,0.29,6.06,0.9101568748464178,-0.3881992855389566,-0.14462288158118572,0,36,6.9,-,22,50,33,A6pSr,-0.072,-0.052
152,,3346,36509,1.6,5.13,0.7042245092432309,0.7007674750879088,-0.11398590456739718,0,36,46.6,+,44,29,19,K5-M0III,-0.023,0.033
153,17Zet Cas,3360,21566,-0.2,3.66,0.5815888974887001,0.8079584611990297,-0.0946439606883301,0,36,58.3,+,53,53,49,B2IV,0.019,-0.009
154,29Pi  And,3369,54033,-0.14,4.36,0.8210187231509304,0.5551267354097145,-0.13327626896401681,0,36,52.9,+,33,43,10,B5V,0.015,-0.004
155,53    Psc,3379,91995,-0.15,5.89,0.9524674396444817,0.2627224912159688,-0.15421630596782177,0,36,47.3,+,15,13,54,B2.5IV,0.002,-0.015
156,,3411,74148,0.91,6.47,0.901489756593308,0.4069625093020237,-0.14730150976802184,0,37,7.2,+,24,0,51,K2III,-0.014,-0.044
157,,3421,54038,0.88,5.48,0.8043317175069892,0.5792732686133031,-0.1322609862443076,0,37,21.1,+,35,23,58,G2.5IIa,-0.016,-0.005
158,,3440,106,0.55,6.4,0.12866824072952218,0.9914309339400059,-0.022565173485203514,0,39,47.3,+,82,29,38,dF6,-0.111,0.078
159,,3443,166418,0.72,5.57,0.8959890349296561,-0.4189326923658956,-0.1473059691692268,0,37,20.7,-,24,46,2,G8V,1.39,-0.012
160,,3444,248225,1.26,6.42,0.41528505994906123,-0.9072256001408155,-0.06693302198647322,0,36,37.4,-,65,7,29,K2-3III,0.029,-0.02
161,,3457,109315,1.33,6.39,0.9851605937327015,0.054693615078567286,-0.16268747040220566,0,37,30.5,+,3,8,7,K4III,0.095,-0.061
162,,3488,232114,1.0,6.41,0.574511278351732,-0.8130414903852464,-0.09434153888291177,0,37,18.1,-,54,23,39,K0II-IIICNIV,0.056,-0.021
163,30Eps And,3546,74164,0.87,4.37,0.8596600308952885,0.48956001387021986,-0.1459987126672752,0,38,33.3,+,29,18,42,G6IIIFe-3CH1,-0.227,-0.254
164,,3574,36550,1.64,5.43,0.6418896585874041,0.7587536404332754,-0.11077264701990998,0,39,9.9,+,49,21,16,K7III,0.008,-0.011
165,31Del And,3627,54058,1.28,3.27,0.8458077170109785,0.5129545698532445,-0.1465841570953336,0,39,19.7,+,30,51,39,K3III,0.136,-0.091
166,54    Psc,3651,74175,0.85,5.87,0.9182911634732744,0.36244707526998227,-0.15929047904735452,0,39,21.8,+,21,15,2,K0+V,-0.464,-0.37
167,55    Psc,3690,74182,1.16,5.36,0.9167220433925298,0.3654996188927959,-0.1613403971342755,0,39,55.6,+,21,26,18,K0III+F3V,0.028,-0.035
168,18Alp Cas,3712,21609,1.17,2.23,0.5428044951417726,0.8342442121191803,-0.09695295044264136,0,40,30.5,+,56,32,14,K0IIIa,0.053,-0.032
169,,3719,255690,0.11,6.85,0.28595894460562316,-0.9570022369116542,-0.04872576881002688,0,38,40.8,-,73,8,14,A1m,-0.017,0.02
170,,3735,192663,0.51,6.69,0.8168328720449175,-0.558638116674508,-0.1439010553999171,0,39,57.9,-,33,57,42,F8V,0.333,-0.116
171,,3750,215185,1.14,6.01,0.6989027024764954,-0.7045929276190576,-0.12281619933973162,0,39,52.0,-,44,47,48,K1IIICNII,0.045,0.0
172,,3794,147395,0.92,6.49,0.9438220486815001,-0.2842988901241613,-0.16844607890012173,0,40,28.6,-,16,31,1,G5,0.037,-0.04
173,,3795,166475,0.7,6.14,0.9006458470400983,-0.40361626873256773,-0.16103094678919172,0,40,32.9,-,23,48,16,G3V,0.644,-0.333
174,,3807,128891,1.1,5.91,0.9814297512093281,-0.07588274551025828,-0.17617449411030475,0,40,42.4,-,4,21,7,K0III,-0.013,-0.013
175,32    And,3817,54079,0.89,5.33,0.7596899074950979,0.6355206540759745,-0.1377851323363125,0,41,7.2,+,39,27,31,G8III,-0.01,-0.007
176,,3823,232143,0.55,5.89,0.5003318713799195,-0.8612253472048162,-0.08921277830788187,0,40,26.4,-,59,27,16,G1V,0.889,0.448
177,,3856,11336,1.04,5.83,0.3975938301573392,0.9145895161103494,-0.07379134937005709,0,42,3.4,+,66,8,51,G9III-IV,-0.013,-0.009
178,,3883,74200,0.26,6.04,0.8940901530362866,0.4167435889139463,-0.16409625023952681,0,41,36.0,+,24,37,45,A7m,0.107,-0.016
179,19Xi  Cas,3901,21637,-0.11,4.8,0.6252286012469372,0.7717633357638662,-0.11606269751056239,0,42,3.9,+,50,30,45,B2V,0.015,-0.005
180,Mu  Phe,3919,215194,0.97,4.59,0.6823446145950374,-0.7203695548153655,-0.12439265021801749,0,41,19.6,-,46,5,6,G8III,-0.014,-0.002
181,,3924,21642,-0.01,6.17,0.5098223489727663,0.8549420502308999,-0.09568313976284651,0,42,31.1,+,58,45,12,B9.5III,0.036,-0.007
